ARTIST,CONTRIBUTING ARTIST,TITLE,KEY,BPM,TYPE,YEAR
Arctic Monkeys,,Knee Socks,G,98.0,Western,2013.0
Allie X,,Little Things,B,98.0,Western,2018.0
MARINA,,Highly Emotional People,B,98.0,Western,2021.0
Fifth Harmony,Tyga,Like Mariah,E,98.0,Western,2015.0
Beyoncé,,Standing On The Sun,F,98.0,Western,2013.0
twenty one pilots,,Goner,A,98.0,Western,2015.0
Birdy,,Light Me Up,C,97.8,Western,2013.0
Justin Bieber,,Trust,A#,97.67,Western,2015.0
Lady Gaga,R. Kelly/Rick Ross/Christina Aguilera/(Solo),Do What U Want,A,97.5,Western,2014.0
Megan Thee Stallion,"City Girls, Hot Girl Meg",Do It On The Tip,G#,97.5,Western,2020.0
Omarion,Chris Brow & Jhene Aiko,Post To Be,C#,97.5,Western,2015.0
Evanescence,,Sweet Sacrifice,A,97.0,Western,2006.0
Justin Bieber,,Boyfriend,C#,97.0,Western,2012.0
Lady Gaga,,John Wayne,D,97.0,Western,2016.0
Troye Sivan,,Plum,A,97.0,Western,2018.0
The 1975,,Love Me,G#,97.0,Western,2016.0
Dua Lipa ,,IDGAF,G,97.0,Western,2018.0
Trey Songz,,Na Na,C,97.0,Western,2014.0
Tinashe,(Solo)/Iggy Azalea/Dej Loaf,All Hands On Deck,A#,97.0,Western,2015.0
Tove Lo,,True Disaster,E,97.0,Western,2016.0
Dawin,(Solo)/Silento,Dessert,F#,97.0,Western,2015.0
Melanie Martinez,,Brain And Heart,F#,97.0,Western,2020.0
Ava Max,,Rumors,F#,97.0,Western,2020.0
Justin Bieber,Jaden Smith,Never Say Never,C,97.0,Western,2011.0
Alessia Cara,,Scars To Your Beautiful,C,97.0,Western,2015.0
Hollywood Undead,,Lights Out,G#,97.0,Western,2011.0
Selena Gomez,,Only You,A,97.0,Western,2017.0
Mike Perry,Casso,Inside The Lines,G#,97.0,Western,2016.0
Sorn,,Run,F#,97.0,Western,2021.0
Lorde ,,Loveless,E,97.0,Western,2017.0
Twenty One Pilots,,Shy Away,C,97.0,Western,2021.0
Arctic Monkeys,,R U Mine?,A,97.0,Western,2013.0
Alan Walker,,Alone,A#,97.0,Western,2017.0
Rita Ora,Julia Michaels,Keep Talking ,D#,97.0,Western,2018.0
Rina Sawayama,,Fuck This World (Interlude),D#,97.0,Western,2020.0
Fifth Harmony,,Big Bad Wolf,E,97.0,Western,2016.0
Halsey,,Angel On Fire,G,97.0,Western,2017.0
Rita Ora,,Soul Survivor,A#,97.0,Western,2018.0
Taylor Swift,Original/Taylor's Version,Change ,F,96.0,Western,2008.0
Ariana Grande,,Santa Tell Me,G,96.0,Western,2014.0
Sofia Carson,Alan Walker,Back To Beautiful,A,96.0,Western,2017.0
P!nk,Lily Allen,True Love,A,96.0,Western,2013.0
Ed Sheeran,,Shape Of You,E,96.0,Western,2017.0
Allie X,,Downtown,B,96.0,Western,2017.0
Hollywood Undead,,Comin' In Hot,F,96.0,Western,2011.0
Taylor Swift,,Blank Space,F,96.0,Western,2014.0
Katy Perry,,It Takes Two,G#,96.0,Western,2013.0
Taylor Swift,,Marjorie,F,96.0,Western,2020.0
Evanescence,,My Heart Is Broken,F#,96.0,Western,2011.0
Justin Bieber,,All In It,G#,96.0,Western,2015.0
Taylor Swift,,Betty,C,96.0,Western,2020.0
Sia,,The Greatest,D#,96.0,Western,2016.0
BAEKHYUN,,R U Riding,C#,96.0,Western,2020.0
RIta Ora,,Let You Love Me,A#,96.0,Western,2018.0
Justin Bieber,,I'll Show You,C,96.0,Western,2015.0
Taylor Swift,,Invisible ,G,96.0,Western,2006.0
Katy Perry,,This Is How We Do,C,96.0,Western,2014.0
Harry Styles,,Cherry,G,96.0,Western,2019.0
Tori Kelly,,Talk,A,96.0,Western,2015.0
Allie X,,That's So Us,A#,96.0,Western,2017.0
Katy Perry,,Double Rainbow,C,96.0,Western,2013.0
Melanie Martinez,,Strawberry Shortcake,D,96.0,Western,2019.0
Niall Horan,,Put A Little Love On Me,A#,96.0,Western,2020.0
Miley Cyrus,,Party in the USA,F#,96.0,Western,2009.0
P!nk,,Beautiful Trauma,G,96.0,Western,2017.0
Katy Perry,,What Makes A Woman,D,96.0,Western,2020.0
Lauv,LANY,Mean It,G,96.0,Western,2020.0
Megan Thee Stallion,Big Sean. 2 Chainz,Go Crazy,C,95.998,Western,2020.0
Britney Spears,,Sometimes,A#,95.87,Western,1998.0
Harry Styles,,Watermelon Sugar,F,95.5,Western,2019.0
Lauv,,Lonely Eyes,D,95.0,Western,2020.0
Bastille,,Survivin' (One Eyed Jack's Session),F#,95.0,Western,2020.0
Tori Kelly,LL Cool J,California Lovers,D#,95.0,Western,2015.0
Ed Sheeran,"Chance The Rapper, PnB Rock",Cross Me,B,95.0,Western,2019.0
Melanie Martinez,,Teddy Bear,D,95.0,Western,2015.0
P!nk,Nate Ruess,Just Give Me A Reason,G,95.0,Western,2013.0
AURORA,,The River,D,95.0,Western,2019.0
Fetty Wap,Remy Boyz,679,D,95.0,Western,2015.0
Taylor Swift,,Seven,B,95.0,Western,2020.0
Fall Out Boy,,Young Volcanoes,D,95.0,Western,2013.0
Daya,,Hide Away,D,95.0,Western,2015.0
Allie X,,Paper Love,E,95.0,Western,2017.0
Mike Posner,,In The Arms Of A Stranger,C,95.0,Western,2016.0
BAEKHYUN,,Love Again,D,95.0,Western,2020.0
Halsey,,Ghost,C,95.0,Western,2015.0
Ed Sheeran,,Perfect,G#,95.0,Western,2017.0
Taylor Swift,,Seven,E,95.0,Western,2020.0
Adele,,Water Under The Bridge,D#,95.0,Western,2015.0
Allie X,,Never Enough,C,95.0,Western,2015.0
K.FLAY,,FML,G,95.0,Western,2016.0
Ed Sheeran,(Solo)/Rick Ross,Don't,G#,95.0,Western,2014.0
Lauv,Anne-Marie,"Fuck, I'm Lonely",A,95.0,Western,2020.0
James Arthur,,Say You Won't Let Go,A#,95.0,Western,2016.0
Taylor Swift,,New Years Day,C,95.0,Western,2017.0
Snakehips,Tinashe & Chance The Rapper,All My Friends,C,95.0,Western,2015.0
Taylor Swift,,Delicate,C,95.0,Western,2017.0
AURORA,,Home,C,95.0,Western,2016.0
Nicki Minaj,,Your Love,E,95.0,Western,2010.0
Bleachers,,I Wanna Get Better,E,95.0,Western,2014.0
Taylor Swift,,I Forgot That You Existed,F,95.0,Western,2019.0
Halsey,,clementine,B,95.0,Western,2020.0
Taylor Swift,,Style ,D,95.0,Western,2014.0
Post Malone,SZA,Staring At The Sun,D,95.0,Western,2017.0
Katy Perry,Skip Marley,Chained To The Rhythm,C,95.0,Western,2017.0
Nicole Dollanganger,,Alligator Blood,E,95.0,Western,2015.0
The Weeknd ,,Repeat After Me,C,95.0,Western,2020.0
Justin Bieber,,Company,G,95.0,Western,2015.0
The 1975,,The City,C,95.0,Western,2013.0
Rihanna,,Kiss It Better,F#,95.0,Western,2016.0
Troye Sivan,Broods,EASE,C,95.0,Western,2015.0
Ellie Goulding,,Love Me Like You Do,G#,95.0,Western,2015.0
Grace VanderWaal,,Escape My Mind,G,95.0,Western,2017.0
Sabrina Carpenter,,No Words,F#,95.0,Western,2016.0
Evanescence,,Everybody's Fools,F,95.0,Western,2004.0
Melanie Martinez,,Detention,F#,95.0,Western,2019.0
Calvin Harris,"PARTYNEXTDOOR, ScHoolboy Q,
Shelley FKA Dram, Funk WAV",Cash Out,G,95.0,Western,2017.0
Halsey,,Colors Pt. II,C#,95.0,Western,2015.0
Selena Gomez,,A Sweeter Place ,C#,95.0,Western,2020.0
Iggy Azalea,Charli XCX,Fancy,D#,95.0,Western,2014.0
Bastille,,Survivin',G,95.0,Western,2020.0
Evanescence,,Bring Me To Life,G,95.0,Western,2003.0
The Chainsmokers,Sabrina Claudio,See The Way,D,95.0,Western,2019.0
Bridgit Mendler,,Hurricane,F,95.0,Western,2013.0
Melanie Martinez,,Cry Baby,G#,95.0,Western,2015.0
Halsey,,Walls Could Talk,D#,95.0,Western,2017.0
Rina Sawayama,,Bad Friend,D#,95.0,Western,2020.0
DJ Mustard,Jeremih & Nicki Minaj,Don't Hurt Me,D#,95.0,Western,2016.0
Maroon 5,,Animals,G,95.0,Western,2014.0
Fifth Harmony,Fetty Wap,All In My Head (Flex),D#,95.0,Western,2016.0
Taylor Swift,Original/Taylor's Version,Fifteen,G,95.0,Western,2008.0
Karmin,,Sugar,A#,95.0,Western,2014.0
Tove Lo,,My Gun,G,95.0,Western,2014.0
Pentatonix,,Cracked,A,95.0,Western,2015.0
Macklemore & Ryan Lewis,Wanz,Thrift Shop,B,95.0,Western,2013.0
Lorde,,Yellow Flicker Beat,B,95.0,Western,2014.0
Chloe X Halle,,Lonely,A,95.0,Western,2020.0
Andy Grammer,,Forever,A,95.0,Western,2015.0
The Chainsmokers,Halsey,Closer,G#,95.0,Western,2016.0
Mac Miller,Ariana Grande,My Favorite Part,F#,95.0,Western,2016.0
Ellie Goulding,,Scream It Out,C,94.7,Western,2015.0
Beyoncé,,Rocket,C#,94.67,Western,2014.0
Grimes,,Easily,G#,94.5,Western,2015.0
Pentatonix,(Solo)/Tink,Can't Sleep Love,G,94.5,Western,2015.0
Katy Perry,,Pendulum,C,94.0,Western,2017.0
Fifth Harmony,,Lonely Night,G,94.0,Western,2017.0
Ed Sheeran,,New Man,G,94.0,Western,2017.0
David Guetta,Sia,Flames,D#,94.0,Western,2018.0
Nicki Minaj,,Megatron,C#,94.0,Western,2019.0
Hilary Duff,,My Kind,D,94.0,Western,2015.0
Rachel Platten,,Stand By You,A,94.0,Western,2015.0
Melanie Martinez,,Next Time It Rains/Blue Knees (Leaked 2017),D,94.0,Western,42156.0
Lauv,,Invisible Things,G,94.0,Western,2020.0
Beyoncé,,Love on Top,C,94.0,Western,2011.0
Halsey,Alanis Morisette,Alanis Interlude,G,94.0,Western,2020.0
Harry Styles,,Canyon Moon,D,94.0,Western,2019.0
Charli XCX,MØ,3 AM (Pull Up),G,94.0,Western,2017.0
The Script,,Breakeven,A#,94.0,Western,
Ariana Grande,Childish Gambino,Break Your Heart Right Back,F#,94.0,Western,2014.0
BAEKHYUN,,Bungee,G,94.0,Western,2020.0
Nicki Minaj,,Fire Burns,B,94.0,Western,2012.0
Taylor Swift,Gary Lightbody,The Last Time,D,94.0,Western,2012.0
Hilary Duff,,Lies,D,94.0,Western,2015.0
A Great Big World,(Solo)/Christina Aguilera,Say Something,D,94.0,Western,2014.0
Melanie Martinez,,High School Sweethearts,C#,94.0,Western,2019.0
Rihanna,,Desperado,G#,94.0,Western,2016.0
Dua Lipa,,Good In Bed,F,94.0,Western,2020.0
Megan Thee Stallion,SZA,Freaky Girls,D,94.0,Western,2020.0
Troye Sivan,Alessia Cara (has different bpm than solo),WILD,A#,94.0,Western,2016.0
Melanie Martinez,,Teachers Pet,A#,94.0,Western,2019.0
Taylor Swift,,Death By A Thousand Cuts,E,94.0,Western,2019.0
Flo Rida,,My House,A#,94.0,Western,2016.0
Billie Eilish,,Therefore I Am,F,94.0,Western,2020.0
FKA Twigs,,Mirrored Heart,C,94.0,Western,2019.0
Nicki Minaj,,Mona Lisa,C#,94.0,Western,2014.0
Panic! At The Disco,,Emperor's New Clothes,F#,94.0,Western,2015.0
AURORA,,Apple Tree,C,94.0,Western,2019.0
Lana del Rey,,Ride,C,94.0,Western,2013.0
Rita Ora,"Cardi B, Bebe Rexha, Charlie XCX",Girls,E,94.0,Western,2018.0
Sam Hunt,,Raised On It,E,94.0,Western,2014.0
R. City,Adam Levine,Locked Away,C#,94.0,Western,2015.0
Jonas Brothers,,Only Human,F,94.0,Western,2019.0
Panic! At The Disco,,Dancing's Not A Crime,C#,94.0,Western,2018.0
Megan Thee Stallion,,Body,F#,94.0,Western,2020.0
Evanescence,,Call Me When You're Sober,G,94.0,Western,2006.0
Meghan Trainor,,NO,E,94.0,Western,2016.0
Major Lazer,Nicki Minaj & K4mo,Oh My Gawd,D#,94.0,Western,2020.0
Drake,,Controlla,C#,93.5,Western,2016.0
Hollywood Undead,,Lump Your Head,D#,93.5,Western,2011.0
Niall Horan,,Dear Patience,D,93.5,Western,2020.0
Harry Styles,,She ,G,93.33,Western,2019.0
Ed Sheeran,Khalid,Beautiful People,D#,93.0,Western,2019.0
Melanie Martinez,,Notebook,C,93.0,Western,2020.0
Britney Spears,,...Baby One More Time,D#,93.0,Western,1998.0
Halsey,,0.125,D#,93.0,Western,2020.0
Liam Payne,"Jonas Blue, Lennon Stella",Polaroid,A#,93.0,Western,2019.0
Bruno Mars,,Money Make Her Smile,G,93.0,Western,2012.0
Selena Gomez,,Do It,E,93.0,Western,2014.0
Sia,,Footprints,E,93.0,Western,2016.0
Iggy Azalea,MØ,Beg For It,F#,93.0,Western,2014.0
Taylor Swift,,Epiphany,C#,93.0,Western,2020.0
Melanie Martinez,,Lunchbox Friends,C#,93.0,Western,2019.0
Bebe Rexha,Lil Wayne,The Way I Are (Dance With Somebody),D,93.0,Western,2017.0
Selena Gomez,,Vicio,A,93.0,Western,2021.0
Nick Jonas,,Jealous,D,93.0,Western,2015.0
Selena Gomez,,Kinda Crazy,D,93.0,Western,2020.0
Allie X,,Catch,A#,93.0,Western,2015.0
Major Lazer,Justin Bieber & MØ,Cold Water,A,93.0,Western,2016.0
AJR,Rivers Cuomo,Sober Up,F,93.0,Western,2017.0
Demi Lovato,,Stone Cold,G#,93.0,Western,2015.0
Charlie Puth,,BOY,C#,93.0,Western,2018.0
Beyoncé,,Partition,G,93.0,Western,2014.0
Liam Payne,J Balvin,Familiar,A,93.0,Western,2019.0
Little Mix,Jason Derulo,Secret Love Song,A,93.0,Western,2016.0
5 Seconds of Summer,,Fly Away,D,93.0,Western,2015.0
B.o.B,Hayley Williams,Airplanes,A,93.0,Western,2010.0
Lauv,Alessia Cara,Canada,A,93.0,Western,2020.0
Alicia Keys,(Solo)/Nicki Minaj,Girl on Fire (Solo / Inferno Version),A,93.0,Western,2013.0
Bridgit Mendler,,Ready or Not,D,93.0,Western,2013.0
Dami Im,,Gladiator,F#,93.0,Western,2014.0
The Weeknd,Daft Punk,Starboy,C,93.0,Western,2016.0
Taylor Swift,,All Too Well,C,93.0,Western,2012.0
ATEEZ,,Dear Diary : 2016.07.29,C,93.0,Western,2020.0
The Weeknd,Daft Punk,I Feel It Coming,D#,93.0,Western,2016.0
Little Mix,,If I Get My Way,F#,93.0,Western,2017.0
Zendaya,,Scared,F#,93.0,Western,2013.0
Maroon 5,,One More Night,G#,93.0,Western,2012.0
ATEEZ,,FEVER,C,93.0,Western,2020.0
Ellie Goulding,,Flux,C,93.0,Western,2020.0
Ke$ha,,Father Daughter Dance,A#,93.0,Western,2020.0
Twenty One Pilots,,Levitate,D,93.0,Western,2018.0
Megan Thee Stallion,,Work That,A#,92.57,Western,2020.0
Hollywood Undead,,Bullet,E,92.5,Western,2011.0
Tori Kelly,,Unbreakable Smile,C#,92.5,Western,2015.0
Paramore,,Caught In The Middle,C,92.5,Western,2017.0
Billie Eilish,,all the good girls go to hell,B,92.5,Western,2019.0
Ed Sheeran,H.E.R.,I Don't Want Your Money,F#,92.0,Western,2019.0
twenty one pilots,,The Run and Go,F#,92.0,Western,2013.0
Ed Sheeran,"Chris Stapleton, Bruno Mars",BLOW,F#,92.0,Western,2019.0
Calvin Harris,"Future, Khalid, & Funk Wav",Rollin',E,92.0,Western,2017.0
Rihanna,(Solo)/Kanye West,Diamonds,D,92.0,Western,2012.0
the xx,,Angels,A,92.0,Western,2012.0
Selena Gomez,,Sober,A,92.0,Western,2015.0
Lorde,,400 Lux,D,92.0,Western,2013.0
Carly Rae Jepsen,,Your Type,E,92.0,Western,2015.0
FKA Twigs,,Daybreak,G,92.0,Western,2019.0
BØRNS,,Seeing Stars,E,92.0,Western,2014.0
Lady Gaga,,Sinner's Prayer,G,92.0,Western,2016.0
5 Seconds of Summer,,Just Saying,E,92.0,Western,2014.0
Selena Gomez,,Boyfriend ,G,92.0,Western,2020.0
Sara Bareilles,,Brave,A#,92.0,Western,2013.0
Megan Thee Stallion,,Shots Fired,A#,92.0,Western,2020.0
Grace VanderWaal,,Moonlight,G,92.0,Western,2017.0
P!nk,,F**kin' Perfect/Less Than Perfect,G,92.0,Western,2011.0
Ava Max,,Who's Laughing Now,G,92.0,Western,2020.0
Troye Sivan,,Happy Little Pill,G,92.0,Western,2014.0
Victoria Justice,,Gold,G,92.0,Western,2013.0
Charli XCX,,Boom Clap,E,92.0,Western,2014.0
Melanie Martinez,,Mad Hatter,A#,92.0,Western,2015.0
Billie Eilish,Rosalia,Lo Vas A Olvidar,G,92.0,Western,2020.0
fun.,,We Are Young,F,92.0,Western,2012.0
Taylor Swift,Original/Taylor's Version,White Horse,C,92.0,Western,2008.0
Shontelle,,Impossible,G#,92.0,Western,2010.0
Demi Lovato,,15 Minutes,C#,92.0,Western,2021.0
Melanie Martinez,,Class Fight,B,92.0,Western,2019.0
AURORA,,Hunger,G#,92.0,Western,2019.0
Arctic Monkeys,,Why'd You Only Call Me When You're High?,A,92.0,Western,2013.0
Avril Lavigne,,Rock N Roll,D#,92.0,Western,2013.0
Camila Cabello,,Real Friends,D#,92.0,Western,2017.0
Cher Lloyd,T.I,I Wish,D#,92.0,Western,2013.0
Taylor Swift,,Wonderland,D#,92.0,Western,2014.0
Dua Lipa ,,Want To,B,92.0,Western,2018.0
Sam Smith,,Too Good At Goodbyes,F,92.0,Western,2017.0
Ariana Grande,,My Hair,A,92.0,Western,2020.0
Ariana Grande,,My Hair,C,92.0,Western,2020.0
Justin Bieber,Drake,Right Here,C#,92.0,Western,2012.0
Taylor Swift,,Gorgeous,C,92.0,Western,2017.0
Rihanna,Drake,Work,B,92.0,Western,2016.0
Disclosure,Lorde,Magnets,C#,92.0,Western,2015.0
Taylor Swift,,Out Of The Woods,C,92.0,Western,2014.0
Taylor Swift,Brendon Urie,ME!,C,92.0,Western,2019.0
Melanie Martinez,,Field Trip,C,92.0,Western,2020.0
Charli XCX,Uffie,Babygirl,C,92.0,Western,2017.0
Ed Sheeran,"Young Thug, J Hus",Feels,D,92.0,Western,2019.0
Lorde,,The Love Club,C,92.0,Western,2013.0
Ariana Grande,,Better Off,B,92.0,Western,2018.0
Halsey,,Graveyard,D,92.0,Western,2020.0
Panic! At The Disco,,Don't Threaten Me With A Good Time,E,91.9,Western,2016.0
Beyoncé,Shakira/Sasha,Beautiful Liar (Original/Spanglish),A#,91.5,Western,2007.0
Kiiara,,How Can You Love Me,G,91.5,Western,2018.0
Troye Sivan,ALLIE X (Backing Vocals),YOUTH,G,91.5,Western,2015.0
Stargate,Sia & P!nk,Waterfall,D,91.5,Western,2017.0
Charli XCX,,Enemy,G,91.5,Western,2020.0
Melanie Martinez,,Nurses Office ,F,91.5,Western,2019.0
Dua Lipa ,,Thinking 'Bout You,G,91.015,Western,2018.0
ZAYN,,sHe,G#,91.0,Western,2016.0
ZAYN,,BoRdErZ,C,91.0,Western,2016.0
BTS,,Respect,C,91.0,Western,2020.0
Charlie Puth,,One Call Away,C#,91.0,Western,2015.0
Ashnikko,,Drunk With My Friends,G,91.0,Western,2021.0
NCT 127  ,,Punch,B,91.0,Western,2020.0
Selena Gomez,,Adiós,B,91.0,Western,2021.0
Beyoncé,,Daddy Lessons,C,91.0,Western,2016.0
Demi Lovato,Joe Jonas,This Is Me,C#,91.0,Western,2008.0
Demi Lovato,,Lonely People,G#,91.0,Western,2021.0
Carly Rae Jepsen,,When I Needed You,F,91.0,Western,2015.0
Rita Ora,,New Look,A#,91.0,Western,2018.0
Kygo,Sam Tinnesz,Don't Give Up On Love,A,91.0,Western,2020.0
Selena Gomez,Myke Towers,Dámelo To’,D#,91.0,Western,2021.0
Ed Sheeran,Rudimental,Bloodstream,F#,91.0,Western,2015.0
Hollywood Undead,,Coming Back Down,D,91.0,Western,2011.0
Shawn Mendes,,Lights On ,A,91.0,Western,2016.0
Ed Sheeran,"Eminem, 50 Cent",Remember The Name,G,91.0,Western,2019.0
Daya,,"Sit Still, Look Pretty",D,91.0,Western,2016.0
The Weeknd,,Real Life,D,90.63,Western,2015.0
Dua Lipa,,Cool,G#,90.5,Western,2020.0
Olivia Rodrigo,,Deja Vu,A,90.4,Western,2021.0
Megan Thee Stallion,,Girls In The Hood,F,90.039,Western,2020.0
Ke$ha,,Honey,D,90.0,Western,2020.0
P!nk,,Whatever You Want,D,90.0,Western,2017.0
twenty one pilots,,Heathens,G,90.0,Western,2016.0
Doja Cat,,Streets,G,90.0,Western,2019.0
Ed Sheeran,,Supermarket Flowers,F#,90.0,Western,2017.0
Echosmith,,Bright,F#,90.0,Western,2015.0
X Ambassadors,,Renegades,D,90.0,Western,2015.0
The Chainsmokers,,Push My Luck,D,90.0,Western,2019.0
Sia,(Solo)/Sean Paul,Cheap Thrills,A,90.0,Western,2016.0
Taeyeon,Verbal Jint,i,A,90.0,Western,2015.0
Selena Gomez,,Like A Champion,C,90.0,Western,2013.0
Beyoncé,Blue Ivy,Blue,F#,90.0,Western,2014.0
Tinashe,A$AP Rocky,Pretend,E,90.0,Western,2015.0
Doja Cat,,Addiction,C,90.0,Western,2019.0
The Weeknd,Lana Del Rey,Stargirl Interlude,G#,90.0,Western,2016.0
Nicki Minaj,,Freedom,G#,90.0,Western,2012.0
Twenty One Pilots,,Chlorine,C#,90.0,Western,2018.0
Sia,,House On Fire,E,90.0,Western,2016.0
Zara Larsson,,Uncover,D,90.0,Western,2015.0
Chloe X Halle,,Busy Boy,A#,90.0,Western,2020.0
Halsey,Cashmere Cat,Hopeless,D#,90.0,Western,2017.0
Taylor Swift,,August,F,90.0,Western,2020.0
Imagine Dragons,,Demons,D#,90.0,Western,2013.0
Miley Cyrus,,Gimme What I Want,D#,90.0,Western,2020.0
Shawn Mendes,,Imagination,C,90.0,Western,2015.0
Halsey,,Haunting,C,90.0,Western,2015.0
Ariana Grande,Nicki Manaj,Bed,G,90.0,Western,2018.0
The Chainsmokers,Phoebe Ryan,All We Know,C,90.0,Western,2016.0
Selena Gomez,,Crowded Room,A#,90.0,Western,2020.0
My Chemical Romance,,"Goodnite, Dr. Death",A#,90.0,Western,2010.0
Bebe Rexha,,I'm Gonna Show You Crazy,G,90.0,Western,2015.0
Avril Lavigne,,Nobodys Fool,E,90.0,Western,2002.0
BØRNS,,Holy Ghost,E,90.0,Western,2015.0
One Direction,,Kiss You,E,90.0,Western,2013.0
Melanie Martinez,,Milk and Cookies,F,90.0,Western,2015.0
Coldplay,Beyoncé,Hymn For The Weekend,D#,90.0,Western,2016.0
Katy Perry,,Roar,A#,90.0,Western,2013.0
Tori Kelly,,Should've Been Us,A,90.0,Western,2015.0
Taylor Swift,Keith Urban,That’s When (Taylor's Version) (From The Vault),F,90.0,Western,2021.0
Owl City,,Fireflies,D#,90.0,Western,2009.0
Meghan Trainor,,Title,F,90.0,Western,2015.0
Troye Sivan,Tkay Maidza,DKLA,A#,90.0,Western,2015.0
Alicia Keys,,No One,E,90.0,Western,2008.0
Katy Perry,,I'm Still Breathing,F,90.0,Western,2008.0
Andy Grammer,,Holding Out,A,90.0,Western,2015.0
twenty one pilots,,Holding On To You,B,90.0,Western,2013.0
Ariana Grande,,Intro (My Everything),F#,90.0,Western,2014.0
Imagine Dragons,,Zero,F#,90.0,Western,2018.0
Various Artists,,Hands,D,90.0,Western,2016.0
Miley Cyrus,,Hate Me,A,90.0,Western,2020.0
Alan Walker,Iselin Solheim,Faded,F#,90.0,Western,2016.0
Alessia Cara,,River of Tears,F#,90.0,Western,2015.0
Dizzy,,Bleachers,G,90.0,Western,2018.0
Lauv,,Drugs & The Internet,D,90.0,Western,2020.0
ZAYN ,Sia,Dusk Till Dawn,D,90.0,Western,2017.0
Gym Class Heroes,Adam Levine,Stereo Hearts,A,90.0,Western,2011.0
Paramore,,26,D,90.0,Western,2017.0
MARINA,,Pandora's Box,C,90.0,Western,2021.0
Post Malone,Swae Lee,Sunflower,D,90.0,Western,2017.0
Billie Eilish,,My Boy,D,90.0,Western,2017.0
Andy Grammer,,Keep Your Head Up,C,90.0,Western,2015.0
Justin Bieber,"Daniel Caesar, GIVĒON",Peaches,C,90.0,Western,2021.0
Jon Bellion,,All Time Low,C,90.0,Western,2016.0
Hollywood Undead,,S.C.A.V.A.,C,90.0,Western,2011.0
Arctic Monkeys,,Arabella,G,90.0,Western,2013.0
Ed Sheeran,,Happier,C,90.0,Western,2017.0
Grace VanderWaal,,So Much More Than This,F,90.0,Western,2017.0
Troye Sivan,,WILD,A#,90.0,Western,2015.0
Kiiara,,Intention,F,90.0,Western,2017.0
Halsey,,Strange Love,B,90.0,Western,2015.0
Twenty One Pilots,,Morph,E,90.0,Western,2018.0
Lorde,,Tennis Court,C,90.0,Western,2013.0
Melanie Martinez,,Night Mime (Made 2013/Leaked 2016),C,90.0,Western,2015.0
Carly Rae Jepsen,,LA Hallucinations,D#,90.0,Western,2015.0
Kim Petras,,Massacre,D#,90.0,Western,2019.0
Liam Payne,,Weekend,D#,90.0,Western,2019.0
Lil Nas X,,MONTERO (Call Me By Your Name),F#,89.5,Western,2021.0
Lil Nas X,,MONTERO (Call Me By Your Name),B,89.5,Western,2021.0
Ariana Grande,,Dangerous Woman,G,89.33,Western,2016.0
Meghan Trainor,,Watch Me Do,G,89.0,Western,2016.0
Bridgit Mendler,,Top Of The World,F,89.0,Western,2013.0
Selena Gomez,A$AP Rocky,Good For You,G#,89.0,Western,2015.0
Luis Fonsi,Daddy Yankee / Justin Bieber,Despacito,D,89.0,Western,2017.0
Olivia Rodrigo,,Enough For You,G,89.0,Western,2021.0
Rita Ora,,Velvet Rope,E,89.0,Western,2018.0
Troye Sivan,,FOOLS,A#,89.0,Western,2015.0
Nicki Minaj,,Here I Am,A#,89.0,Western,2010.0
Imagine Dragons,,Bad Liar,D#,89.0,Western,2018.0
Hollywood Undead,,Apologize,F,89.0,Western,2011.0
Meghan Trainor,,Bang Dem Sticks,G,89.0,Western,2015.0
Bruno Mars,,Count On Me,C,89.0,Western,2010.0
Taylor Swift,,Our Song,D,89.0,Western,2006.0
Taylor Swift,,Ivy,D,89.0,Western,2020.0
Nelly Furtado,,Big Hoops,F,89.0,Western,2012.0
Halsey,,Coming Down,A,89.0,Western,2014.0
Rita Ora,Chris Brown,Body On Me,D,89.0,Western,2015.0
Panic! At The Disco,,Roaring 20s,C#,89.0,Western,2018.0
Beyoncé,,Sandcastles,A#,88.67,Western,2016.0
Sia,,Fire Meet Gasoline,G#,88.0,Western,2014.0
Bruno Mars,,If I Knew,D#,88.0,Western,2012.0
Lauv,,Billy,D,88.0,Western,2020.0
Charlie Puth,,Change,E,88.0,Western,2018.0
MØ ,,Walk This Way,G,88.0,Western,2014.0
Fall Out Boy,,Centuries,G,88.0,Western,2015.0
Alan Walker,Iselin Solheim,Sing Me to Sleep,G,88.0,Western,2016.0
BTS,,Dionysus,G,88.0,Western,2020.0
Lorde,,Bravado,D,88.0,Western,2013.0
Rachel Platten,,Fight Song,G,88.0,Western,2015.0
The Weeknd ,,Faith,D#,88.0,Western,2020.0
Jauz,Kiiara,Diamonds,G#,88.0,Western,2018.0
Nicki Minaj,,Girls Fall Like Dominoes,D,88.0,Western,2010.0
Ariana Grande,,West Side,D,88.0,Western,2020.0
Taylor Swift,,Cold As You,F,88.0,Western,2006.0
Beyoncé,,Yoncé,A#,88.0,Western,2014.0
Hailee Steinfeld,,You're Such A...,B,88.0,Western,2015.0
Andy Grammer,,Pushing,G#,88.0,Western,2015.0
Demi Lovato,Iggy Azalea,Kingdom Come,G#,88.0,Western,2015.0
Ed Sheeran,"Paulo Londra, Dave",Nothing On You,D#,88.0,Western,2019.0
Lorde,,Still Sane ,C,88.0,Western,2013.0
G-Eazy,Halsey,Him & I,C,88.0,Western,2018.0
